Gene_Symbol,log2FC,P_Value,Adjusted_P_Value,Regulation
LOC102724830,-2.71998049405989,0.0001905264216574,0.0059355677473036,Downregulated
TUT4,-1.60882995135829,0.0001925872211928,0.0059911732392296,Downregulated
LRRC8C,-1.86746152396792,0.0001938840153013,0.0060142821546486,Downregulated
NDP-AS1,-1.80300251123972,0.0001943422591087,0.0060198970246618,Downregulated
LOC124901997,-1.20559455474964,0.0001953846443699,0.0060435643416658,Downregulated
LOC124904281,1.29355984527423,0.0001959514714648,0.0060524754642777,Upregulated
LOC124903299,-1.30571089488678,0.0001963142998534,0.0060550691861046,Downregulated
TMEM231,-1.97864377084787,0.0001995027523484,0.0061446847723319,Downregulated
MSS51,-2.29275654266266,0.000201924722074,0.0062104722593699,Downregulated
FAM171B,-1.85527438215657,0.0002055176400518,0.0063070739942586,Downregulated
UBC,-1.84559294401735,0.000205812010803,0.0063070739942586,Downregulated
JMY,-1.60490240610972,0.0002059369743911,0.0063070739942586,Downregulated
ZMYM1,-1.65886533799143,0.0002069253212567,0.0063284175010827,Downregulated
DEF8,-1.1603474940855,0.0002086562823584,0.0063723804713536,Downregulated
OR7E55P,-2.11276636194924,0.0002090849637848,0.0063765040781231,Downregulated
TMEM68,-2.96568318991647,0.0002097931197354,0.0063849348998385,Downregulated
KIAA1958,-2.28672406771902,0.000211254058705,0.0064088450589281,Downregulated
LOC105375655,-1.33160234862454,0.0002113260137327,0.0064088450589281,Downregulated
ZBTB45P2,1.06680931530424,0.0002144392914201,0.0064941907585719,Upregulated
CAPN15,-3.32354509125032,0.0002166109528433,0.0065508220474097,Downregulated
SYDE2,-2.12161953430054,0.0002174908718816,0.0065682848289819,Downregulated
ERBIN,-1.42757521572449,0.0002178138446041,0.0065689025301864,Downregulated
ANKRD26,-2.65977157122507,0.0002195641902772,0.006612380899685,Downregulated
H1-0,1.55030202118945,0.0002198645578692,0.006612380899685,Upregulated
MBD5,-1.80216158809923,0.0002202807411327,0.0066157344577556,Downregulated
LOC105375434,1.21452023382112,0.0002239775600944,0.0067174706352092,Upregulated
TFDP2,-2.25187773236475,0.0002243859360871,0.006720436160272,Downregulated
ACOT1,-2.07549128017583,0.0002271416209457,0.0067848693034629,Downregulated
LOC100421811,-1.16052344918881,0.0002276959321981,0.0067914690546029,Downregulated
LOC124902388,1.04441796689171,0.0002296983194781,0.0068417960344968,Upregulated
FXYD6-AS1,1.74125995179174,0.0002302550405286,0.006848983493204,Upregulated
GPD2,-2.33619953230948,0.0002316209887667,0.0068801889877977,Downregulated
ING5,-1.88189165186681,0.0002341646764147,0.0069462456061071,Downregulated
LOC101927745,-2.3085642395078,0.0002368179672378,0.0070153688139191,Downregulated
CERCAM,-2.77273319483205,0.0002372364947007,0.0070181924331498,Downregulated
SRPX2,-1.33944573093167,0.0002417745824754,0.007142711950847,Downregulated
TAF8,-1.13182931146212,0.000242799958378,0.0071632585546475,Downregulated
LDLRAD4,-1.63672644385225,0.0002452053194881,0.0072146183026622,Downregulated
LOC100419782,2.47569684657178,0.000246251594087,0.0072228228648464,Upregulated
LOC107984535,1.10772462791058,0.0002465230806082,0.0072228228648464,Upregulated
LOC105378980,-1.91135259158499,0.0002466857829526,0.0072228228648464,Downregulated
TXNDC11,1.12866891764354,0.0002468147078251,0.0072228228648464,Upregulated
LOC124903497,-1.93766473363052,0.0002492943807313,0.0072705261950604,Downregulated
GEMIN8,-2.59967262205028,0.000249449296091,0.0072705261950604,Downregulated
NTAQ1,-3.07973038923888,0.0002541980302263,0.0073990027189475,Downregulated
MED22,-2.83413561095111,0.0002547630851144,0.0074022790614093,Downregulated
LYSMD1,-1.84250836294588,0.0002549923891468,0.0074022790614093,Downregulated
MTCO3P12,1.56976536419636,0.0002566160118967,0.0074394660645203,Upregulated
ZNF717,-2.28903449871281,0.0002612618976854,0.0075640544617893,Downregulated
LOC124903859,-2.37674938323114,0.0002686412417218,0.0077673447706361,Downregulated
C17orf75,-2.16578928389205,0.0002692876603328,0.0077746723470368,Downregulated
LOC105374264,-2.05977830207394,0.0002707644558483,0.0077872574758831,Downregulated
LOC124904707,-1.26800747207044,0.0002711331624807,0.0077875469445845,Downregulated
SGMS2,-1.26811154749046,0.0002731812609658,0.0078360077947333,Downregulated
PPIP5K1P1,-2.85358991051528,0.0002756782172345,0.0078887750330692,Downregulated
CYP2C23P,-2.50851725334863,0.0002757474555632,0.0078887750330692,Downregulated
MAP2K5,-2.54490834102307,0.0002770271146049,0.0079149562717512,Downregulated
C15orf61,-1.0510344515596,0.000280786283939,0.0080118178310809,Downregulated
FAM182B,-2.59450877439063,0.0002814972383963,0.0080215630374507,Downregulated
EPHB2,-2.49072250764145,0.0002837383289218,0.0080748284065646,Downregulated
NASPP1,-1.54664223082603,0.0002876062788445,0.0081620988588687,Downregulated
KIF19BP,-1.72905685297662,0.0002878395936007,0.0081620988588687,Downregulated
GSE1,-1.18705948614291,0.0002879325654367,0.0081620988588687,Downregulated
GPR155-DT,-1.94612133101897,0.0002941414393003,0.0083163896002194,Downregulated
USP30,-1.04829704821916,0.0002950863932848,0.0083322574041441,Downregulated
AKIP1,-2.78354259632257,0.0002980436629773,0.0084004325712902,Downregulated
FRG1HP,-1.59466688663761,0.0002982745469496,0.0084004325712902,Downregulated
HAS2-AS1,1.79056964444718,0.0003001420903021,0.0084420794673832,Upregulated
SLC30A6,-2.42784030471156,0.0003019718411004,0.0084783783216545,Downregulated
LOC124902682,-1.21478867295972,0.0003022135406171,0.0084783783216545,Downregulated
KIAA0513,-2.53355972218089,0.0003080419124512,0.0086196160914518,Downregulated
ACSS3,-1.61490659112921,0.0003093637474505,0.0086454625638873,Downregulated
MECR,-2.35864055016413,0.0003098998880561,0.0086458826142083,Downregulated
LOC124904691,-1.83499824086312,0.0003101751200363,0.0086458826142083,Downregulated
PPM1B,-2.43323654337462,0.0003177225420886,0.0088449067678383,Downregulated
PEX14,-2.45876700608804,0.0003185642035236,0.008856982221912,Downregulated
TRIM72,-2.79531932774181,0.000319078571639,0.0088599387526476,Downregulated
LOC107986437,-1.75972321681552,0.000319853891273,0.0088701243871043,Downregulated
RPS24P11,-1.34878329325036,0.0003210167654453,0.0088910179143894,Downregulated
COLGALT1,-2.30195947274759,0.0003230727632461,0.0089365630332839,Downregulated
LOC105373418,-2.6726832957876,0.0003252511845026,0.0089853743260691,Downregulated
METTL16,-2.21565833193932,0.0003269794104513,0.009021640303101,Downregulated
PFKP,-1.01935642893933,0.0003276053301936,0.009027439263738,Downregulated
CEP43,-2.83288671956539,0.0003280665465417,0.0090286907371461,Downregulated
RN7SKP71,1.59463368053625,0.0003298555660671,0.0090549731499138,Upregulated
SULF1,-2.80975234039006,0.0003316345098927,0.0090876724156273,Downregulated
DPY19L4,-2.71586359781738,0.0003318837720177,0.0090876724156273,Downregulated
ZNF527,-2.47368662145474,0.0003330273004891,0.0091074997516633,Downregulated
FCGBP,-2.75535890633143,0.0003341698378675,0.0091272501376807,Downregulated
CMIP,-2.90740256036236,0.0003389779078434,0.0092257116726982,Downregulated
TENT4A,-3.65161270520998,0.00033939651226,0.0092257116726982,Downregulated
H2BP2,-1.78443642813948,0.0003400543137715,0.0092257116726982,Downregulated
CRTC1,-2.67276837337343,0.0003400904888796,0.0092257116726982,Downregulated
TMEM234,-2.13515530217402,0.000340323986821,0.0092257116726982,Downregulated
LOC643348,-2.99710274037151,0.0003455110560767,0.009354647221508,Downregulated
MICAL2,-2.09280488248909,0.0003500958395692,0.0094552003238899,Downregulated
KPNA5,-1.1548517126524,0.0003507080852329,0.0094599693947193,Downregulated
POM121L15P,-1.68419833663345,0.0003526030778766,0.0094971758230976,Downregulated
ADGRA3,-2.19835946694704,0.0003529621851911,0.0094971758230976,Downregulated
NAA25,-1.57047077252693,0.0003541960567851,0.0095185806646436,Downregulated
COQ4,-2.58063301540669,0.0003554650605081,0.0095408755548498,Downregulated
LOC105376634,-2.64994411197921,0.000356146291015,0.0095455988537178,Downregulated
ADCY4,-3.06280235490835,0.0003566606277864,0.0095455988537178,Downregulated
ERVK13-1,-1.19475469545633,0.0003569598539752,0.0095455988537178,Downregulated
HGS,-1.03135570415675,0.0003609061670805,0.0096305556585032,Downregulated
CDK6-AS1,1.16078365362931,0.0003610238696703,0.0096305556585032,Upregulated
SRMP3,-1.23107183818746,0.0003618438881754,0.0096327653732452,Downregulated
SPC24,-2.43389728620376,0.0003637195596688,0.009666837844123,Downregulated
CNPY4,-1.09588873284679,0.0003715146582427,0.0098378893769292,Downregulated
LOC105372317,-2.36325914927891,0.0003724141924235,0.0098496976544267,Downregulated
NR6A1,-3.25043950129226,0.0003767642346536,0.0099526260234418,Downregulated
ZNF577,-1.07117811599535,0.0003779753607852,0.0099724872224686,Downregulated
ARL4C,1.39878095573949,0.0003797373786487,0.0100068172815273,Upregulated
ZNF526,-1.60547012396928,0.0003820004195028,0.0100466435629232,Downregulated
LOC105378808,-3.01355375494907,0.0003823182600997,0.0100466435629232,Downregulated
LOC101927476,-2.32643303082744,0.0003836532860982,0.0100529728692917,Downregulated
LOC124900166,-2.86452702353834,0.0003838092314686,0.0100529728692917,Downregulated
LINC02043,-1.97435409387465,0.0003847296884213,0.0100529728692917,Downregulated
TBC1D19,-2.0792778835338,0.0003877339081616,0.0101192957714219,Downregulated
IMMP2L,-1.61345078657241,0.0003905413438396,0.01018032982009,Downregulated
ISCA1P6,-1.47277874317573,0.0003913362854325,0.0101888202660473,Downregulated
KIF18B,-3.07246194876642,0.0003957981798846,0.0102926487161854,Downregulated
ZKSCAN1,-2.14478628930823,0.0003986828640154,0.010355262810086,Downregulated
LOC124902730,-3.18920244871048,0.0003998272954174,0.0103725805169583,Downregulated
MFAP3L,-2.0942638860133,0.0004057803849069,0.0104894229498438,Downregulated
PLEKHG5,-2.3733192586279,0.0004065077084665,0.0104957293479694,Downregulated
CSMD1,-2.32512913075583,0.0004099437781499,0.0105718755329539,Downregulated
NTN3,1.43351934368023,0.0004109540370532,0.0105853570113562,Upregulated
LOC124901231,1.48640944122768,0.0004138324153048,0.0106468685615272,Upregulated
IQSEC2,-2.56517858788846,0.0004210422292578,0.0108195396048583,Downregulated
BANP,-2.01114910648071,0.0004219765670289,0.010830731887077,Downregulated
DIS3L2P1,-2.92750420593957,0.0004242695244928,0.0108639014797618,Downregulated
LOC124900486,-2.41482776239961,0.0004319029574698,0.0110293354859795,Downregulated
IL1B,-1.43542832963166,0.0004327590118437,0.0110293354859795,Downregulated
OR2L2,-1.9629996218345,0.0004353246055867,0.0110816394908676,Downregulated
PDCD6IPP1,-2.56288932438255,0.0004362483556496,0.011092150813322,Downregulated
COL27A1,-2.38148999924044,0.0004387725479971,0.0111378105222846,Downregulated
ATP6V0A2,-2.00635074247617,0.0004390699920362,0.0111378105222846,Downregulated
LOC105379384,-3.003584435906,0.0004398016783264,0.0111433531425665,Downregulated
ST3GAL3,-2.03484091400469,0.0004404971593426,0.0111479665710571,Downregulated
CEP78,-2.09099397533134,0.000441062014379,0.0111492672645259,Downregulated
MTCYBP21,-1.57402121134556,0.0004446052789471,0.0112257663105332,Downregulated
PSME3IP1,-2.20816624759431,0.0004453726627194,0.0112320812988261,Downregulated
CYBA,1.21795139496347,0.0004489054979071,0.0112980176521455,Upregulated
AGAP1,-3.00730440344738,0.0004494141918699,0.0112980176521455,Downregulated
LY9,-2.42558436389516,0.0004495480911602,0.0112980176521455,Downregulated
AKIRIN1P1,2.64186817026971,0.0004504601570419,0.0113032971746336,Upregulated
COL9A3,1.14767146902079,0.000450799270205,0.0113032971746336,Upregulated
GRIK5,-3.48229172515222,0.0004543073288592,0.0113580697242911,Downregulated
ADPRH,-1.83741723729173,0.0004545651178577,0.0113580697242911,Downregulated
INTS12,-3.1034569205859,0.0004554109387619,0.0113580697242911,Downregulated
IFT81,-1.68969934978725,0.0004555990941262,0.0113580697242911,Downregulated
LOC124900417,1.0617303274946,0.0004623839727916,0.011513997230732,Upregulated
GNAQ,-2.31664511316271,0.0004639632140895,0.0115335867994331,Downregulated
MPZL1,-2.37097150856403,0.0004642329770058,0.0115335867994331,Downregulated
TOB2,-1.43594611683653,0.0004692613411984,0.0116451894431812,Downregulated
DZIP1L,-3.0296366436446,0.0004761870231151,0.0118035673743405,Downregulated
SNRNP200,-1.35909161809568,0.0004781925709654,0.0118397645221709,Downregulated
POU2F2,-2.06484547837418,0.0004825961185301,0.0119351846443767,Downregulated
CCNE1,-2.37370024400132,0.0004835167824487,0.0119443497316167,Downregulated
LINC00345,-1.46898059286476,0.0004881673945732,0.0120368592857609,Downregulated
ATP5MK,1.61748145994453,0.0004890381675226,0.0120368592857609,Upregulated
WDR31,-2.53568965274435,0.0004893797192316,0.0120368592857609,Downregulated
ATAD3C,-3.21229158585122,0.0004894789881793,0.0120368592857609,Downregulated
PLB1,-1.08988016909276,0.0004910954119989,0.0120629477105706,Downregulated
PTP4A2,1.62627351066924,0.0004927429544623,0.0120897406928771,Upregulated
MBP,-1.06544815998154,0.0004938423880528,0.0120899928793073,Downregulated
RNF125,-1.97828100316001,0.0004941287443046,0.0120899928793073,Downregulated
HMGXB3,-1.18718602383041,0.0005014293304997,0.0122322983382573,Downregulated
GALNT2,-2.1619037075457,0.0005026704423171,0.0122365313727305,Downregulated
LOC100419772,-2.51031556816027,0.0005045403647014,0.0122682972890554,Downregulated
ERGIC1,-2.19826189827755,0.0005070758648653,0.0123161580868967,Downregulated
RSKR,-1.56023746256956,0.0005091723100379,0.012339472701076,Downregulated
PDK2,-1.43342636656152,0.0005204242300708,0.0125980955760968,Downregulated
TTL,-2.58709607175018,0.0005215755300675,0.0126119054118996,Downregulated
LOC124902908,-3.42486441739938,0.0005267137826749,0.0127078478633378,Downregulated
TIPARP,-1.62362227216574,0.0005285594390196,0.0127329031442601,Downregulated
VPS53,-2.29803966239959,0.0005289250546247,0.0127329031442601,Downregulated
LOC124903039,1.0079839728373,0.0005323068592247,0.0128001230799618,Upregulated
FAM86KP,-1.01946227291693,0.0005353419233621,0.0128446569324703,Downregulated
ADAMTSL1,-2.12663512583813,0.000536975295293,0.0128580579835883,Downregulated
GGT7,-2.63939560675922,0.0005370847651798,0.0128580579835883,Downregulated
NFAT5,-1.18156011453143,0.0005494517239797,0.0131396417780791,Downregulated
SLC37A4,-1.75084399955325,0.000551563298842,0.0131756275809203,Downregulated
LOC112267955,-2.38912660082186,0.0005565490742119,0.0132801171400418,Downregulated
RTEL1-TNFRSF6B,1.7157222121451,0.0005599977347924,0.0133477396413657,Upregulated
GTDC1,-2.66420559862435,0.0005614691282629,0.0133681366788386,Downregulated
DNAH6,-3.32106500537094,0.0005625745656835,0.0133797854537271,Downregulated
SLC22A15,-2.55115508151442,0.0005652825163123,0.0134294798240774,Downregulated
MYMX,-2.05636673221982,0.0005687865949844,0.0134979586049085,Downregulated
EPPK1,-1.67709488545916,0.0005709512338526,0.0135345361265023,Downregulated
LOC347381,1.68779467298695,0.0005730620286067,0.0135697588758635,Upregulated
LOC102723851,-1.37026520195082,0.0005772779928333,0.0136546997128354,Downregulated
PYGL,-3.09540395614085,0.0005779987348958,0.0136568710876261,Downregulated
GOT1-DT,-1.93205856024277,0.0005801470143538,0.0136927307279119,Downregulated
KAT8,-1.66904223722839,0.0005816129909726,0.0137124261519868,Downregulated
LOC124901245,-2.19456442285067,0.0005823128911227,0.0137140370041651,Downregulated
KRT18P30,-2.40720234914651,0.0005844401206764,0.0137492229473117,Downregulated
RABL2A,-1.90552945708925,0.0005868792191888,0.0137881258336869,Downregulated
PC,-1.18822941260725,0.0005873637467145,0.0137881258336869,Downregulated
LMBRD2,-2.24813652268807,0.000591128286864,0.0138615114697252,Downregulated
DAB2IP,-2.27354022570028,0.0005934534708866,0.0138984339539386,Downregulated
CBR3-AS1,-1.08497368983828,0.0005939829929656,0.0138984339539386,Downregulated
RAPGEF5,-2.1970048379912,0.000597043017111,0.0139549968498927,Downregulated
HIPK2,-2.57036977809631,0.0005981674518453,0.0139662452143752,Downregulated
TF,-2.20650556313699,0.0006037422832567,0.0140812673884391,Downregulated
LOC124906066,-1.91082624287432,0.0006068569555684,0.0141387252502299,Downregulated
HMGN1,1.37907434816785,0.000613408731286,0.0142450573220872,Upregulated
TMCO3,-2.56006401877188,0.0006147010551163,0.0142450573220872,Downregulated
TRNQ,1.0680254756382,0.0006182930795322,0.0143130233784248,Upregulated
PANDAR,1.07611058975769,0.0006191086084985,0.0143166393236826,Upregulated
SCUBE1,-1.84156204483763,0.000627230806896,0.0144890316392986,Downregulated
USP33,-2.03806181569549,0.0006389903797477,0.0147141352677534,Downregulated
SNAP29,-2.9452098054128,0.0006476950040528,0.0148751394672786,Downregulated
MOB3C,-1.91373456228055,0.000647816093863,0.0148751394672786,Downregulated
LDHAP7,-1.97581676836626,0.0006505741754351,0.0148976544136483,Downregulated
SSMEM1,1.52815452607554,0.0006506315158243,0.0148976544136483,Upregulated
SLC4A8,-2.07692273162207,0.0006510948714447,0.0148976544136483,Downregulated
AP1S2,-1.06194346801489,0.0006528580352239,0.0149222730282669,Downregulated
LIG1,-2.68073981897168,0.0006632215391002,0.0151273030462422,Downregulated
ATCAY,-2.55123806565877,0.0006706080872121,0.0152637148906973,Downregulated
ST3GAL1,-2.20639487985845,0.0006717406088805,0.0152734822840128,Downregulated
TTC7A,-1.08511169960263,0.0006725863087709,0.0152767145487987,Downregulated
POLA1,-3.15095986126902,0.0006737514826553,0.0152871888133529,Downregulated
SEMA6D,-2.52142999052119,0.0006798211897949,0.0153925668778196,Downregulated
LOC124902876,1.00164603369171,0.0006805224372619,0.0153925668778196,Upregulated
LOC124904950,1.96002518917596,0.0006835493647301,0.0154449437104575,Upregulated
RNF40,-1.01746282385468,0.0006848386360975,0.0154579897549086,Downregulated
TRNN,1.55485356761639,0.0006913561710589,0.0155770682481351,Upregulated
PLPPR4,-2.52249849994063,0.0006915489449756,0.0155770682481351,Downregulated
MTND4P12,1.24255963354781,0.0006928461635542,0.0155779740973319,Upregulated
MTBP,-1.99814314321838,0.0006961534545698,0.0155998721491526,Downregulated
LOC112267868,-1.79077135099951,0.0007025245831329,0.0157226753741938,Downregulated
LOC105371870,-2.61282610117811,0.0007030817808023,0.0157226753741938,Downregulated
TTC7B,-2.41080422200137,0.0007103248941454,0.0158665663305078,Downregulated
RRM2B,-2.40499471131781,0.0007109776660027,0.0158665663305078,Downregulated
MYO3B,-2.65429789205175,0.000717052503275,0.0159693108267843,Downregulated
ENY2,-2.88572479362788,0.0007218889146312,0.0160605490699827,Downregulated
LOC124902152,-3.23501936063331,0.0007242450320847,0.0160964755646767,Downregulated
ZNF677,-1.98291926576901,0.0007280919189162,0.0161654273285762,Downregulated
POGLUT3,-2.16596404589708,0.0007290925982078,0.016171109987217,Downregulated
IBA57-DT,1.5014092801761,0.0007328196197564,0.0162371890034605,Upregulated
LOC124907871,-1.27840964056197,0.0007351326250603,0.0162552645830557,Downregulated
NDUFV3,-2.66621312893715,0.0007358967999511,0.0162556084579243,Downregulated
LINC01010,-2.70679460421817,0.0007392486578353,0.0163130542238172,Downregulated
ZNF766,-2.16486520875488,0.0007422817812947,0.0163389401593708,Downregulated
TTC39B,-2.90192432096098,0.0007442324375728,0.0163389401593708,Downregulated
CPT1A,-1.67655482255701,0.0007443525367644,0.0163389401593708,Downregulated
DPP9,-2.16340786318623,0.0007449364814302,0.0163389401593708,Downregulated
RNA5SP118,1.84836858676092,0.0007474609244523,0.0163612565660863,Upregulated
FNTA,1.9437401664737,0.0007505569664889,0.0164124813397185,Upregulated
S1PR2,-2.21434295008092,0.0007516250507942,0.0164193021659419,Downregulated
KIAA1328,-1.56528982193258,0.0007661886763115,0.0166870821639201,Downregulated
LOC124902144,-1.70113939040098,0.0007700263990251,0.0167485635938109,Downregulated
LOC124900302,-2.00090330830378,0.0007705542521054,0.0167485635938109,Downregulated
ATF7,-2.35869284308409,0.0007735745515933,0.0167973978132982,Downregulated
LOC105375901,-2.29627840285749,0.0007807942111406,0.0169023192005818,Downregulated
CEBPD,1.36929720397017,0.0007814630440439,0.0169023192005818,Upregulated
SPTBN4,-2.6258909267063,0.0007815201472498,0.0169023192005818,Downregulated
FOXK2,-1.1846185485684,0.0007828348875157,0.0169139072114593,Downregulated
SYNE2,-1.63572827039018,0.0007840919318779,0.0169242268477111,Downregulated
IK,1.2542246019405,0.0007865317629392,0.0169432050599824,Upregulated
DHX34,-3.37133973409452,0.0007884649911844,0.016968016668563,Downregulated
PFAS,-2.29107510628813,0.0007967530405481,0.0171124584791907,Downregulated
PDGFRA,-3.68491351567452,0.0007976832795054,0.0171129859223849,Downregulated
ZNF500,-1.57761017768671,0.0007984041010509,0.0171129859223849,Downregulated
GSTT1-AS1,1.42403184206606,0.0007991419234272,0.0171129859223849,Upregulated
HHIPL1,-2.3954082930208,0.0008031765663509,0.0171824393711766,Downregulated
SYAP1,-2.7792541543175,0.0008071699142806,0.0172508735420177,Downregulated
IER3IP1,-1.81106375978284,0.0008106223819793,0.0173076247810222,Downregulated
RNU6-877P,-1.51872287943395,0.000818722111229,0.0174633908872559,Downregulated
CHST12,-2.59210300659427,0.0008204845529929,0.0174838092087228,Downregulated
SERPINB9,-2.84514886773534,0.0008262757358078,0.0175777916768403,Downregulated
SH3BP2,-2.65431082783461,0.0008265140140947,0.0175777916768403,Downregulated
ZNF84-DT,-2.25447787171976,0.0008366255572223,0.0177754279349571,Downregulated
ZC3HC1,-2.01092912718058,0.0008385628273563,0.01778460392407,Downregulated
PCDHG@,-1.00813839011535,0.000838695515255,0.01778460392407,Downregulated
RARS2,-1.88638284373067,0.0008438190455387,0.0178583691567525,Downregulated
LOC101929594,-2.02590249982406,0.000852232422325,0.0180134967503437,Downregulated
DHRS3,-1.46617195940283,0.0008528080804712,0.0180134967503437,Downregulated
SUMO1,-1.51031672265579,0.0008545084468657,0.0180168611030213,Downregulated
ACSM1,-1.34253647649052,0.0008546268276739,0.0180168611030213,Downregulated
SYT7,-2.4334664669642,0.0008563100067319,0.0180317735776173,Downregulated
ASAP1,-1.85449109315305,0.0008569950415446,0.0180317735776173,Downregulated
RPTOR,-1.89154769417163,0.0008590810278841,0.0180456146153696,Downregulated
BICRA,-1.6282658324767,0.0008593149816842,0.0180456146153696,Downregulated
XPNPEP3,-2.32605488064896,0.0008638332128547,0.018110539582232,Downregulated
C19orf47,-2.0246000394573,0.0008640747447357,0.018110539582232,Downregulated
CNTN4,-1.56163309812895,0.0008697055578278,0.0181982144631448,Downregulated
DYDC2,-1.7768378374271,0.0008699339878762,0.0181982144631448,Downregulated
DOCK1,-2.46880752200159,0.0008767638918167,0.018318330104398,Downregulated
UTRN,-1.91616173257631,0.0008782067623965,0.018318330104398,Downregulated
OR2AT4,-2.66921275111316,0.0008790814343116,0.0183189772213463,Downregulated
OR1N1,-2.06515923924441,0.0008809013197301,0.0183393013006908,Downregulated
SLC5A5,-2.42140739630707,0.0008825462479273,0.018341595796959,Downregulated
NPM1P43,-1.04844416702969,0.0008827009122143,0.018341595796959,Downregulated
GNB5,-1.62160046836768,0.0008848042760682,0.0183677247137145,Downregulated
NUP133,-3.35264911679704,0.0008876243742804,0.0184086682551336,Downregulated
ZBED2,-1.68570238013517,0.0008892281926213,0.0184162757358182,Downregulated
GRWD1,-3.23589492983581,0.0008903262715614,0.0184162757358182,Downregulated
STAC2,-2.53152276519977,0.0008905355771672,0.0184162757358182,Downregulated
SAMD9L,-3.02790398653767,0.0008968311772096,0.0185288222473172,Downregulated
FOXC2-AS1,-2.25293233107551,0.0009013749524236,0.0186049959286381,Downregulated
ANKRD54,-1.77959345955023,0.0009026758024892,0.0186141523031822,Downregulated
NPIPB11,-1.35604991741049,0.0009182127302393,0.0188986457103489,Downregulated
LOC105375091,-2.80076271171371,0.0009217177578456,0.018952821395702,Downregulated
GJA5,-2.03942132367672,0.0009244947756481,0.0189919390335133,Downregulated
CCDC18-AS1,-2.32531391712368,0.0009287992994086,0.0190623326912666,Downregulated
FAM86LP,-1.19396811091017,0.0009299256791143,0.0190674279473924,Downregulated
SIRPB1,-2.79053926386157,0.0009326491403995,0.0191052296553165,Downregulated
NPIPB14P,-1.14035361422446,0.0009385614972783,0.019208222763338,Downregulated
LOC124903183,-2.44991150488631,0.0009529008900481,0.019446701058746,Downregulated
TRMT11,-2.1187086268021,0.0009546156756426,0.0194634035501458,Downregulated
H1-2,1.37314261156014,0.000957910579132,0.019497060732159,Upregulated
MTRNR2L8,1.2752691785578,0.0009580622548224,0.019497060732159,Upregulated
LOC107986475,-1.44582454682595,0.0009678552996151,0.0196595041869434,Downregulated
LOC102724977,-3.82021022213014,0.0009734571610505,0.019748696574741,Downregulated
GFOD1,-2.06651689723745,0.0009740653049437,0.019748696574741,Downregulated
NIBAN3,-1.96795219392857,0.0009953319285541,0.0201234986002093,Downregulated
PRNCR1,1.18837269366603,0.001001384988837,0.0202270452535887,Upregulated
LOC101928306,-2.75820659375354,0.0010201932412036,0.0205686871304506,Downregulated
GAN,-3.31414792618648,0.0010426780529496,0.0209830502703872,Downregulated
LOC124903832,-2.80745100734201,0.0010460383121079,0.0210311813973264,Downregulated
VN2R3P,-2.61106998366036,0.0010474915873165,0.0210409179713153,Downregulated
TEAD3,-1.32979083296723,0.0010488076602545,0.0210478831190095,Downregulated
NOL9,-2.46652359255898,0.0010503289497799,0.021058949968164,Downregulated
ORC6,-2.53974905469374,0.0010517250284824,0.0210674882550445,Downregulated
P2RY2,-2.37950430057115,0.0010549548041524,0.0211127084031018,Downregulated
LOC124903622,-2.68591992857915,0.0010572238933297,0.0211386368506103,Downregulated
PTPRB,-1.25285456513729,0.0010591700596891,0.0211518481550586,Downregulated
DIP2C,-2.0305134305858,0.0010607401388302,0.0211518481550586,Downregulated
LOC105373071,-2.54374620125809,0.0010634850235595,0.0211518481550586,Downregulated
SPATS2,-2.53790670195138,0.0010642155323643,0.0211518481550586,Downregulated
LOC124904264,-1.26475869979895,0.0010663328716805,0.0211648555536305,Downregulated
VMA21,-1.84904777437113,0.0010691781393723,0.0212019489665132,Downregulated
RAB9A,-1.5135228291984,0.0010721697545977,0.0212171902327312,Downregulated
VAV3,-2.03317927712931,0.0010728780913483,0.0212171902327312,Downregulated
DMC1,-2.39196691217095,0.0010807254990583,0.0213335213514117,Downregulated
WDFY4,-2.72513501785221,0.0010819698589556,0.0213386862101388,Downregulated
SLC26A8,-1.1504663480962,0.0010894519627489,0.0214667512877776,Downregulated
RPL13,1.57326466828674,0.0010966517115774,0.021573120966279,Upregulated
SEMA6C,-2.5521977095687,0.0010968373190923,0.021573120966279,Downregulated
CCDC82,-1.05778106302755,0.0011002570084405,0.0216207969966326,Downregulated
SOAT1,-2.4201770370222,0.0011060074199729,0.0217141456756708,Downregulated
EVI5,-3.15345159300154,0.00111039937574,0.0217806793539469,Downregulated
NDUFB8P3,-1.66347348915027,0.0011147308967872,0.021834027830323,Downregulated
IL21R-AS1,-1.24735103090724,0.001115522899851,0.021834027830323,Downregulated
LOC124900543,-2.2278538635136,0.0011161357139015,0.021834027830323,Downregulated
PRR11,-2.34860983618897,0.0011216047202595,0.0218427259363147,Downregulated
ZNF641,-1.47570760876904,0.0011221660369609,0.0218427259363147,Downregulated
ZNF445,-2.39261901846465,0.0011223391837092,0.0218427259363147,Downregulated
LOC124903063,1.23206002001743,0.0011247354008997,0.0218427259363147,Upregulated
FGFR3P4,-1.73618741596237,0.0011253735184707,0.0218427259363147,Downregulated
ABCC2,-2.44818801087508,0.0011257635074537,0.0218427259363147,Downregulated
VSIG2,1.73924707034473,0.0011258622215004,0.0218427259363147,Upregulated
GRM5-AS1,-1.87958392164513,0.0011275120075995,0.0218427259363147,Downregulated
BNIP3P16,-1.29447436095939,0.0011276455639038,0.0218427259363147,Downregulated
